run_id,repetition,treatment,mode,seed,tick,size,density,similar_wanted,income_gap,use_affordability,population,unhappy_count,percent_similar,percent_unhappy,moved_count,stuck_unhappy,stuck_unhappy_fraction,no_movement_ticks,converged,termination_reason,isolation_blue,isolation_orange,dissimilarity,mean_rent_blue,mean_rent_orange
single,0,,baseline,1001,0,51,80.0,30.0,0.0,true,2103,382,49.572650,18.164527,0,0,0.000000,0,false,running,50.405797,48.711031,0.206377,0.000000,0.000000
single,0,,baseline,1001,1,51,80.0,30.0,0.0,true,2103,196,58.730627,9.320019,365,0,0.000000,0,false,running,59.324993,58.118634,0.258427,0.000000,0.000000
single,0,,baseline,1001,2,51,80.0,30.0,0.0,true,2103,124,63.531670,5.896339,185,0,0.000000,0,false,running,63.846604,63.211200,0.289008,0.000000,0.000000
single,0,,baseline,1001,3,51,80.0,30.0,0.0,true,2103,89,66.651930,4.232049,119,0,0.000000,0,false,running,66.987600,66.309364,0.315900,0.000000,0.000000
single,0,,baseline,1001,4,51,80.0,30.0,0.0,true,2103,55,69.213813,2.615311,84,0,0.000000,0,false,running,69.491772,68.930743,0.341107,0.000000,0.000000
single,0,,baseline,1001,5,51,80.0,30.0,0.0,true,2103,30,70.752499,1.426534,49,0,0.000000,0,false,running,71.134320,70.360441,0.359626,0.000000,0.000000
single,0,,baseline,1001,6,51,80.0,30.0,0.0,true,2103,17,71.921834,0.808369,29,0,0.000000,0,false,running,72.308361,71.524363,0.374553,0.000000,0.000000
single,0,,baseline,1001,7,51,80.0,30.0,0.0,true,2103,14,72.149670,0.665716,16,0,0.000000,0,false,running,72.540509,71.747544,0.377179,0.000000,0.000000
single,0,,baseline,1001,8,51,80.0,30.0,0.0,true,2103,7,72.692590,0.332858,14,0,0.000000,0,false,running,73.118590,72.252870,0.381367,0.000000,0.000000
single,0,,baseline,1001,9,51,80.0,30.0,0.0,true,2103,3,72.860492,0.142653,6,0,0.000000,0,false,running,73.275613,72.432272,0.386614,0.000000,0.000000
single,0,,baseline,1001,10,51,80.0,30.0,0.0,true,2103,3,72.965841,0.142653,3,0,0.000000,0,false,running,73.375686,72.543180,0.386571,0.000000,0.000000
single,0,,baseline,1001,11,51,80.0,30.0,0.0,true,2103,2,72.952381,0.095102,3,0,0.000000,0,false,running,73.369879,72.521584,0.387502,0.000000,0.000000
single,0,,baseline,1001,12,51,80.0,30.0,0.0,true,2103,1,73.039144,0.047551,2,0,0.000000,0,false,running,73.467032,72.597228,0.388432,0.000000,0.000000
single,0,,baseline,1001,13,51,80.0,30.0,0.0,true,2103,1,73.068465,0.047551,1,0,0.000000,0,false,running,73.503534,72.618870,0.388432,0.000000,0.000000
single,0,,baseline,1001,14,51,80.0,30.0,0.0,true,2103,1,73.057754,0.047551,1,0,0.000000,0,false,running,73.492933,72.608048,0.388432,0.000000,0.000000
single,0,,baseline,1001,15,51,80.0,30.0,0.0,true,2103,0,73.112447,0.000000,1,0,0.000000,0,true,converged,73.558247,72.651357,0.389362,0.000000,0.000000
