run_id,repetition,treatment,mode,seed,tick,size,density,similar_wanted,income_gap,use_affordability,population,unhappy_count,percent_similar,percent_unhappy,moved_count,stuck_unhappy,stuck_unhappy_fraction,no_movement_ticks,converged,termination_reason,isolation_blue,isolation_orange,dissimilarity,mean_rent_blue,mean_rent_orange
single,0,,baseline,1000,0,51,80.0,50.0,0.0,true,2078,843,50.593004,40.567854,0,0,0.000000,0,false,running,49.454769,51.681104,0.198897,0.000000,0.000000
single,0,,baseline,1000,1,51,80.0,50.0,0.0,true,2078,483,61.969083,23.243503,796,0,0.000000,0,false,running,60.943280,62.942381,0.276901,0.000000,0.000000
single,0,,baseline,1000,2,51,80.0,50.0,0.0,true,2078,314,70.127532,15.110683,454,0,0.000000,0,false,running,69.307846,70.904574,0.351646,0.000000,0.000000
single,0,,baseline,1000,3,51,80.0,50.0,0.0,true,2078,211,75.429682,10.153994,301,0,0.000000,0,false,running,74.800736,76.027997,0.392922,0.000000,0.000000
single,0,,baseline,1000,4,51,80.0,50.0,0.0,true,2078,144,79.053449,6.929740,204,0,0.000000,0,false,running,78.622581,79.467291,0.416663,0.000000,0.000000
single,0,,baseline,1000,5,51,80.0,50.0,0.0,true,2078,84,81.723315,4.042348,137,0,0.000000,0,false,running,81.497133,81.944035,0.450489,0.000000,0.000000
single,0,,baseline,1000,6,51,80.0,50.0,0.0,true,2078,70,82.646227,3.368624,76,0,0.000000,0,false,running,82.571001,82.720806,0.465054,0.000000,0.000000
single,0,,baseline,1000,7,51,80.0,50.0,0.0,true,2078,58,83.278835,2.791145,65,0,0.000000,0,false,running,83.125844,83.429076,0.467256,0.000000,0.000000
single,0,,baseline,1000,8,51,80.0,50.0,0.0,true,2078,37,84.599376,1.780558,54,0,0.000000,0,false,running,84.467766,84.728774,0.480388,0.000000,0.000000
single,0,,baseline,1000,9,51,80.0,50.0,0.0,true,2078,23,85.130112,1.106833,35,0,0.000000,0,false,running,85.011990,85.246385,0.485707,0.000000,0.000000
single,0,,baseline,1000,10,51,80.0,50.0,0.0,true,2078,14,85.576208,0.673725,21,0,0.000000,0,false,running,85.474693,85.676314,0.488543,0.000000,0.000000
single,0,,baseline,1000,11,51,80.0,50.0,0.0,true,2078,11,85.642093,0.529355,14,0,0.000000,0,false,running,85.560538,85.722731,0.491484,0.000000,0.000000
single,0,,baseline,1000,12,51,80.0,50.0,0.0,true,2078,10,85.903346,0.481232,11,0,0.000000,0,false,running,85.838064,85.968028,0.494284,0.000000,0.000000
single,0,,baseline,1000,13,51,80.0,50.0,0.0,true,2078,6,86.138320,0.288739,10,0,0.000000,0,false,running,86.097053,86.179343,0.496175,0.000000,0.000000
single,0,,baseline,1000,14,51,80.0,50.0,0.0,true,2078,5,86.116879,0.240616,5,0,0.000000,0,false,running,86.075573,86.157941,0.496140,0.000000,0.000000
single,0,,baseline,1000,15,51,80.0,50.0,0.0,true,2078,1,86.292835,0.048123,5,0,0.000000,0,false,running,86.229508,86.355582,0.497085,0.000000,0.000000
single,0,,baseline,1000,16,51,80.0,50.0,0.0,true,2078,1,86.348123,0.048123,1,0,0.000000,0,false,running,86.280942,86.414649,0.497085,0.000000,0.000000
single,0,,baseline,1000,17,51,80.0,50.0,0.0,true,2078,1,86.348123,0.048123,1,0,0.000000,0,false,running,86.280942,86.414649,0.497085,0.000000,0.000000
single,0,,baseline,1000,18,51,80.0,50.0,0.0,true,2078,0,86.392640,0.000000,1,0,0.000000,0,true,converged,86.319558,86.464945,0.498030,0.000000,0.000000
