source,run_number,density,similar_wanted,ticks,population,percent_similar,percent_unhappy,unhappy_count
netlogo,168,70,40,16,1797,79.1483406637345,0,0
netlogo,169,70,40,16,1779,80.58847568451165,0,0
netlogo,170,70,40,14,1842,81.005481005481,0,0
netlogo,171,70,40,15,1835,80.48734056729488,0,0
netlogo,172,70,40,16,1791,82.11430855315747,0,0
netlogo,173,70,40,18,1832,80.1879555044112,0,0
netlogo,175,70,40,13,1807,80.01970443349754,0,0
netlogo,176,70,40,13,1822,79.57870099473377,0,0
netlogo,177,70,40,10,1803,79.83376212151198,0,0
netlogo,179,70,40,13,1803,79.56131605184447,0,0
netlogo,178,70,40,14,1823,80.54858025883716,0,0
netlogo,180,70,40,14,1830,81.1810261374637,0,0
netlogo,174,70,40,11,1792,79.79295241887318,0,0
netlogo,182,70,45,16,1830,87.52864782276546,0,0
netlogo,181,70,45,18,1849,87.46983478745128,0,0
netlogo,183,70,45,19,1826,88.212927756654,0,0
netlogo,184,70,45,18,1776,88.35575185705682,0,0
netlogo,185,70,45,14,1829,87.68378842848959,0,0
netlogo,187,70,45,17,1781,86.78636271938672,0,0
netlogo,186,70,45,23,1811,87.79489179177227,0,0
netlogo,188,70,45,18,1831,86.88681046001146,0,0
netlogo,189,70,45,13,1847,86.6342193934856,0,0
netlogo,191,70,45,14,1832,86.707410236822,0,0
netlogo,190,70,45,20,1814,88.02953750485814,0,0
netlogo,192,70,45,21,1842,86.9245283018868,0,0
netlogo,193,70,45,24,1823,88.67924528301887,0,0
netlogo,195,70,45,12,1815,87.75708187815289,0,0
netlogo,194,70,45,21,1823,89.3491124260355,0,0
netlogo,196,70,45,16,1836,88.43897824030275,0,0
netlogo,197,70,45,20,1810,88.31447522434647,0,0
netlogo,198,70,45,16,1859,87.09617869669559,0,0
netlogo,200,70,45,15,1822,88.45714285714286,0,0
netlogo,199,70,45,21,1828,87.61794723666473,0,0
netlogo,202,70,45,18,1793,86.4950495049505,0,0
netlogo,201,70,45,20,1787,87.94580593743774,0,0
netlogo,203,70,45,13,1822,88.78286270691333,0,0
netlogo,204,70,45,16,1804,87.5024562782472,0,0
netlogo,207,70,45,16,1809,87.2670198155778,0,0
netlogo,206,70,45,19,1830,87.59040730871716,0,0
netlogo,205,70,45,19,1807,88.9341875364007,0,0
netlogo,208,70,45,20,1839,86.70694864048339,0,0
netlogo,209,70,45,15,1830,87.66704849179075,0,0
netlogo,210,70,45,17,1849,87.81442146450532,0,0
netlogo,211,70,50,20,1849,88.39436619718309,0,0
netlogo,212,70,50,16,1832,87.49763212729682,0,0
netlogo,213,70,50,16,1852,88.55489171023152,0,0
netlogo,214,70,50,18,1802,87.49018067556952,0,0
netlogo,216,70,50,16,1811,88.16556548775748,0,0
netlogo,215,70,50,19,1848,88.20560747663552,0,0
netlogo,217,70,50,20,1792,88.93532338308458,0,0
netlogo,218,70,50,17,1800,87.10691823899371,0,0
netlogo,220,70,50,14,1842,87.73975178638585,0,0
netlogo,219,70,50,23,1778,88.4709231394876,0,0
netlogo,221,70,50,18,1808,87.5267145910239,0,0
netlogo,222,70,50,16,1813,88.19899730042422,0,0
netlogo,223,70,50,15,1829,88.68285222710762,0,0
netlogo,224,70,50,17,1785,87.80634793089594,0,0
netlogo,225,70,50,18,1825,87.34008019858697,0,0
netlogo,226,70,50,17,1804,87.44131455399061,0,0
netlogo,227,70,50,14,1823,87.64044943820225,0,0
netlogo,228,70,50,19,1841,88.42025983807193,0,0
netlogo,229,70,50,20,1813,87.97803490880565,0,0
netlogo,231,70,50,17,1808,88.39198911141357,0,0
netlogo,230,70,50,21,1853,86.29365377393917,0,0
netlogo,232,70,50,17,1793,87.11340206185567,0,0
netlogo,234,70,50,15,1794,87.88358740843397,0,0
netlogo,233,70,50,18,1784,88.47524752475248,0,0
netlogo,236,70,50,20,1816,87.87820389285027,0,0
netlogo,237,70,50,13,1797,88.00788954635108,0,0
netlogo,235,70,50,29,1825,88.58342878961436,0,0
netlogo,238,70,50,21,1809,88.27292110874201,0,0
netlogo,240,70,50,19,1841,88.46441947565543,0,0
netlogo,239,70,50,23,1816,88.04982483456598,0,0
netlogo,242,70,55,25,1818,95.18855656697009,0,0
netlogo,241,70,55,35,1820,94.55630126771067,0,0
netlogo,244,70,55,21,1806,95.02201799731955,0,0
netlogo,243,70,55,30,1839,93.91416944136145,0,0
netlogo,246,70,55,23,1774,95.51156409251274,0,0
netlogo,245,70,55,28,1802,94.11877394636015,0,0
netlogo,247,70,55,25,1814,94.66239155035836,0,0
netlogo,248,70,55,20,1785,94.88219389725762,0,0
netlogo,249,70,55,26,1832,93.72447085035277,0,0
netlogo,250,70,55,28,1829,93.84872700241591,0,0
netlogo,251,70,55,26,1817,94.60518947171924,0,0
netlogo,252,70,55,38,1830,94.28092399403874,0,0
netlogo,255,70,55,23,1850,94.24264438794043,0,0
netlogo,254,70,55,29,1869,94.69642857142857,0,0
netlogo,253,70,55,38,1813,94.62001504890895,0,0
netlogo,256,70,55,22,1843,94.14348462664715,0,0
netlogo,257,70,55,21,1788,94.93719806763285,0,0
netlogo,258,70,55,24,1809,94.58531935176359,0,0
netlogo,259,70,55,24,1803,95.11632378388771,0,0
netlogo,260,70,55,24,1825,94.36410826844643,0,0
netlogo,261,70,55,31,1788,94.84516253125601,0,0
netlogo,263,70,55,23,1821,95.05639097744361,0,0
netlogo,262,70,55,29,1837,94.42304164373509,0,0
netlogo,264,70,55,25,1821,95.39485851673756,0,0
netlogo,265,70,55,21,1846,94.19472247497725,0,0
netlogo,267,70,55,22,1809,94.0954536879834,0,0
netlogo,266,70,55,23,1843,94.76173153874136,0,0
netlogo,268,70,55,38,1862,94.9364823760959,0,0
netlogo,269,70,55,21,1793,94.2056792018419,0,0
netlogo,270,70,55,26,1779,94.19216526992788,0,0
netlogo,271,70,60,43,1827,95.95021363551923,0,0
netlogo,272,70,60,28,1804,96.27730294396962,0,0
netlogo,274,70,60,27,1799,96.24521072796935,0,0
netlogo,273,70,60,39,1814,96.08141525584935,0,0
netlogo,276,70,60,31,1795,96.14494988434849,0,0
netlogo,275,70,60,35,1835,95.95096582466567,0,0
netlogo,277,70,60,29,1799,96.47036255515059,0,0
netlogo,278,70,60,28,1804,96.27924817798235,0,0
netlogo,280,70,60,24,1818,95.84592145015107,0,0
netlogo,279,70,60,31,1848,96.32977761706744,0,0
netlogo,282,70,60,31,1812,96.38026290722043,0,0
netlogo,281,70,60,29,1876,96.21022524133,0,0
netlogo,283,70,60,25,1836,96.14957423176601,0,0
netlogo,284,70,60,28,1781,96.10872115760657,0,0
netlogo,285,70,60,34,1818,96.54270229863577,0,0
netlogo,286,70,60,33,1825,96.49412628487518,0,0
netlogo,287,70,60,35,1811,96.23242736644798,0,0
netlogo,288,70,60,31,1831,96.61961367013373,0,0
netlogo,289,70,60,36,1818,96.23595505617978,0,0
netlogo,290,70,60,32,1802,96.01221141003626,0,0
netlogo,291,70,60,25,1796,95.84295612009238,0,0
netlogo,292,70,60,34,1817,96.4833520389076,0,0
netlogo,293,70,60,33,1852,96.7765302426657,0,0
netlogo,295,70,60,24,1844,96.54796511627907,0,0
netlogo,294,70,60,37,1861,96.52889604580426,0,0
netlogo,296,70,60,34,1833,96.18447860714947,0,0
netlogo,298,70,60,30,1822,95.94089038533482,0,0
netlogo,297,70,60,34,1879,95.87519830777367,0,0
netlogo,299,70,60,33,1800,96.33326934152429,0,0
netlogo,300,70,60,24,1831,96.5478841870824,0,0
netlogo,302,70,65,39,1781,98.3438035408338,0,0
netlogo,301,70,65,40,1790,98.38619922092377,0,0
netlogo,304,70,65,37,1838,98.39686498040614,0,0
netlogo,303,70,65,50,1803,98.2400889218229,0,0
netlogo,305,70,65,33,1816,98.40688518586339,0,0
netlogo,306,70,65,34,1821,98.63957917649194,0,0
netlogo,307,70,65,45,1814,98.6493885745574,0,0
netlogo,308,70,65,44,1847,98.39857651245552,0,0
netlogo,310,70,65,35,1787,98.31387808041504,0,0
netlogo,309,70,65,37,1835,98.60039476045218,0,0
netlogo,311,70,65,26,1814,98.23626676465184,0,0
netlogo,312,70,65,43,1830,98.5859318346628,0,0
netlogo,314,70,65,29,1843,98.34666666666666,0,0
netlogo,313,70,65,41,1801,98.27201783723523,0,0
netlogo,315,70,65,45,1848,98.23695345557122,0,0
netlogo,317,70,65,32,1841,98.22993026998034,0,0
netlogo,316,70,65,42,1780,98.25352112676057,0,0
netlogo,318,70,65,37,1819,98.31765557163531,0,0
netlogo,319,70,65,35,1788,98.5013876040703,0,0
netlogo,320,70,65,36,1775,98.48312476298824,0,0
netlogo,321,70,65,37,1792,98.42359050445104,0,0
netlogo,322,70,65,30,1783,98.22890877928013,0,0
netlogo,323,70,65,32,1788,98.15546772068511,0,0
netlogo,324,70,65,30,1796,98.43260188087774,0,0
netlogo,325,70,65,37,1810,98.1888035126235,0,0
netlogo,326,70,65,44,1852,98.80281690140845,0,0
netlogo,327,70,65,42,1803,98.2122905027933,0,0
netlogo,329,70,65,32,1786,98.33017077798861,0,0
netlogo,328,70,65,50,1859,98.73175816539263,0,0
netlogo,330,70,65,36,1828,98.62493215125745,0,0
netlogo,331,70,70,55,1818,99.58289885297185,0,0
netlogo,332,70,70,56,1859,99.69969969969969,0,0
netlogo,334,70,70,45,1801,99.48435277382646,0,0
netlogo,333,70,70,66,1891,99.640640313623,0,0
netlogo,335,70,70,51,1831,99.65811965811966,0,0
netlogo,337,70,70,58,1781,99.4295900178253,0,0
netlogo,336,70,70,65,1833,99.60670314637483,0,0
netlogo,338,70,70,64,1817,99.67443454420835,0,0
netlogo,339,70,70,62,1824,99.51832100464476,0,0
netlogo,340,70,70,43,1805,99.6162567591139,0,0
netlogo,341,70,70,60,1799,99.52838427947597,0,0
netlogo,342,70,70,55,1815,99.72370920393713,0,0
netlogo,343,70,70,61,1794,99.54136532016229,0,0
netlogo,344,70,70,61,1819,99.6162567591139,0,0
netlogo,345,70,70,54,1831,99.69146383270483,0,0
netlogo,346,70,70,58,1805,99.56978144897607,0,0
netlogo,347,70,70,59,1788,99.62732919254658,0,0
netlogo,348,70,70,59,1834,99.57388784728141,0,0
netlogo,349,70,70,64,1832,99.64382632293079,0,0
netlogo,350,70,70,68,1805,99.65059399021663,0,0
netlogo,351,70,70,55,1814,99.52291702163912,0,0
netlogo,352,70,70,50,1846,99.54268292682927,0,0
netlogo,353,70,70,64,1833,99.5551753635586,0,0
netlogo,354,70,70,59,1838,99.69574036511156,0,0
netlogo,356,70,70,55,1820,99.56664933263997,0,0
netlogo,355,70,70,78,1779,99.44761225944406,0,0
netlogo,358,70,70,54,1800,99.66678358470712,0,0
netlogo,361,80,15,5,2066,55.05189255189256,0,0
netlogo,357,70,70,76,1866,99.5028173682466,0,0
netlogo,362,80,15,7,2089,54.44211785821119,0,0
netlogo,363,80,15,4,2067,55.31459987782529,0,0
netlogo,364,80,15,4,2051,53.81880024737168,0,0
netlogo,360,70,70,57,1843,99.76255088195387,0,0
netlogo,365,80,15,5,2107,54.72336668628605,0,0
netlogo,359,70,70,71,1825,99.48586118251927,0,0
netlogo,366,80,15,6,2068,54.02334152334153,0,0
netlogo,367,80,15,5,2086,54.067771309150615,0,0
netlogo,368,80,15,5,2056,54.87861450440698,0,0
netlogo,369,80,15,4,2057,53.686635944700456,0,0
netlogo,370,80,15,7,2096,55.331454842058434,0,0
netlogo,371,80,15,6,2080,54.798854904324244,0,0
netlogo,373,80,15,5,2126,53.103348729792145,0,0
netlogo,372,80,15,8,2099,54.24855918427664,0,0
netlogo,374,80,15,4,2102,52.25132430841671,0,0
netlogo,375,80,15,5,2044,53.95290815530953,0,0
netlogo,376,80,15,4,2087,54.083158839365844,0,0
netlogo,377,80,15,4,2070,53.19603356216629,0,0
netlogo,378,80,15,5,2059,54.30544896392939,0,0
netlogo,379,80,15,5,2068,55.11979246146803,0,0
netlogo,381,80,15,4,2095,53.51319300326119,0,0
netlogo,380,80,15,6,2096,54.874446085672076,0,0
netlogo,382,80,15,4,2058,54.58050586057988,0,0
netlogo,383,80,15,4,2105,54.72307918319377,0,0
netlogo,386,80,15,4,2054,54.008047044258745,0,0
netlogo,385,80,15,7,2070,54.98333838230839,0,0
netlogo,384,80,15,10,2057,55.56750115189679,0,0
netlogo,387,80,15,6,2081,55.406424370381544,0,0
netlogo,389,80,15,4,2075,55.37528430629265,0,0
netlogo,388,80,15,6,2055,55.09416486569929,0,0
netlogo,390,80,15,4,2112,54.37417847232364,0,0
netlogo,391,80,20,5,2103,56.448296122209165,0,0
netlogo,393,80,20,5,2086,57.99284223083806,0,0
netlogo,392,80,20,6,2121,56.68056953832878,0,0
netlogo,394,80,20,6,2106,58.31505046072839,0,0
netlogo,395,80,20,9,2070,56.71551593896359,0,0
netlogo,397,80,20,7,2081,56.536731634182914,0,0
netlogo,396,80,20,9,2104,56.82084309133489,0,0
netlogo,398,80,20,6,2064,58.95363026235509,0,0
netlogo,399,80,20,9,2077,55.97172081829122,0,0
netlogo,400,80,20,8,2075,60.222824450466724,0,0
netlogo,401,80,20,8,2101,56.628453850676074,0,0
netlogo,402,80,20,8,2045,57.91433891992551,0,0
netlogo,403,80,20,7,2101,56.99177438307873,0,0
netlogo,406,80,20,6,2061,58.57753357753358,0,0
netlogo,404,80,20,7,2100,56.5274919141429,0,0
netlogo,405,80,20,8,2091,57.671800947867304,0,0
netlogo,407,80,20,6,2081,57.3134328358209,0,0
netlogo,409,80,20,6,2063,57.1254752851711,0,0
netlogo,408,80,20,9,2071,58.68181818181818,0,0
netlogo,410,80,20,7,2093,57.020269270602164,0,0
netlogo,411,80,20,8,2118,56.755973931933376,0,0
netlogo,412,80,20,8,2080,56.67815919652226,0,0
netlogo,413,80,20,6,2085,57.20244302100402,0,0
netlogo,414,80,20,7,2047,58.2467028704422,0,0
netlogo,415,80,20,6,2036,58.01035619017731,0,0
netlogo,416,80,20,8,2077,57.85928143712575,0,0
netlogo,418,80,20,6,2138,57.93583191368541,0,0
netlogo,417,80,20,10,2084,57.70496708557749,0,0
netlogo,419,80,20,7,2044,58.11250581125058,0,0
netlogo,420,80,20,6,2025,58.25935320228282,0,0
netlogo,421,80,25,6,2098,59.17684700407213,0,0
netlogo,422,80,25,7,2070,59.577338129496404,0,0
netlogo,423,80,25,12,2092,58.75896385189522,0,0
netlogo,424,80,25,7,2098,60.878477306002935,0,0
netlogo,425,80,25,7,2046,59.090210542492706,0,0
netlogo,426,80,25,7,2083,59.49873943348658,0,0
netlogo,428,80,25,8,2085,60.89459698848538,0,0
netlogo,429,80,25,7,2096,58.77372262773722,0,0
netlogo,427,80,25,10,2075,60.83507931756959,0,0
netlogo,430,80,25,7,2103,58.42663952304784,0,0
netlogo,434,80,25,6,2074,60.98399880364887,0,0
netlogo,431,80,25,8,2071,57.00627427547057,0,0
netlogo,433,80,25,8,2062,60.96896290688873,0,0
netlogo,432,80,25,10,2045,60.699969164353995,0,0
netlogo,435,80,25,7,2065,58.48006019563582,0,0
netlogo,436,80,25,6,2094,60.19674056673029,0,0
netlogo,438,80,25,6,2063,61.437415068699984,0,0
netlogo,437,80,25,8,2073,59.447696232928116,0,0
netlogo,439,80,25,7,2069,57.33613950691522,0,0
netlogo,440,80,25,7,2101,59.601686291612154,0,0
netlogo,441,80,25,7,2086,59.54142011834319,0,0
netlogo,442,80,25,9,2070,59.69769530080814,0,0
netlogo,443,80,25,7,2100,59.65296004666083,0,0
netlogo,444,80,25,7,2082,59.80056556035124,0,0
netlogo,445,80,25,8,2092,60.418508694370765,0,0
netlogo,446,80,25,10,2057,60.01211754013936,0,0
netlogo,448,80,25,9,2107,59.30904885805146,0,0
netlogo,447,80,25,11,2065,59.83966117077598,0,0
netlogo,449,80,25,9,2085,59.13675467220409,0,0
netlogo,450,80,25,9,2053,60.28303337948008,0,0
netlogo,451,80,30,11,2072,73.70320252593595,0,0
netlogo,453,80,30,12,2111,70.55579741692061,0,0
netlogo,454,80,30,10,2041,70.88152547671147,0,0
netlogo,452,80,30,20,2084,73.68892873151053,0,0
netlogo,455,80,30,11,2109,70.87831922964692,0,0
netlogo,456,80,30,10,2093,73.18775995246584,0,0
netlogo,458,80,30,15,2088,73.28675486844062,0,0
netlogo,457,80,30,23,2085,73.06085918854416,0,0
netlogo,460,80,30,15,2088,73.7060655494587,0,0
netlogo,459,80,30,22,2108,74.74747474747475,0,0
netlogo,463,80,30,11,2074,70.89732008431196,0,0
netlogo,461,80,30,17,2066,74.41403296537123,0,0
netlogo,462,80,30,17,2118,70.89228992203292,0,0
netlogo,464,80,30,13,2085,72.02692595362753,0,0
netlogo,465,80,30,12,2039,70.82554517133957,0,0
netlogo,467,80,30,12,2090,71.78800059550395,0,0
netlogo,466,80,30,19,2120,72.16465169833045,0,0
netlogo,468,80,30,17,2080,73.92670157068063,0,0
netlogo,470,80,30,11,2071,71.59745377387087,0,0
