source,run_number,density,similar_wanted,ticks,population,percent_similar,percent_unhappy,unhappy_count
netlogo,796,90,25,5,2371,55.61823624222887,0,0
netlogo,795,90,25,9,2349,56.812580683018425,0,0
netlogo,797,90,25,5,2355,57.25797033749854,0,0
netlogo,798,90,25,7,2332,55.80844001896633,0,0
netlogo,800,90,25,7,2333,56.51864165281406,0,0
netlogo,799,90,25,7,2330,57.64733953710331,0,0
netlogo,801,90,25,8,2349,57.92998120300752,0,0
netlogo,802,90,25,6,2316,55.88836761698545,0,0
netlogo,804,90,25,7,2334,56.144092902002605,0,0
netlogo,803,90,25,11,2314,60.653753026634384,0,0
netlogo,805,90,25,9,2319,56.899448044156465,0,0
netlogo,806,90,25,8,2333,55.73497981477084,0,0
netlogo,807,90,25,7,2346,57.21006821924253,0,0
netlogo,809,90,25,6,2330,57.29452463318621,0,0
netlogo,808,90,25,7,2350,56.883421206795546,0,0
netlogo,810,90,25,13,2324,56.937455068296195,0,0
netlogo,811,90,30,15,2318,75.04826254826254,0,0
netlogo,813,90,30,11,2358,75.25641025641025,0,0
netlogo,812,90,30,17,2339,73.97260273972603,0,0
netlogo,814,90,30,11,2313,73.4221683827983,0,0
netlogo,816,90,30,16,2339,74.65339495200854,0,0
netlogo,815,90,30,19,2323,73.56156156156156,0,0
netlogo,817,90,30,13,2329,74.3509989233162,0,0
netlogo,818,90,30,14,2333,73.98238514639371,0,0
netlogo,820,90,30,13,2342,73.95216670613308,0,0
netlogo,819,90,30,19,2363,73.00499477291207,0,0
netlogo,821,90,30,19,2347,74.0270429159318,0,0
netlogo,822,90,30,14,2340,73.57887257224064,0,0
netlogo,823,90,30,13,2321,74.167167769092,0,0
netlogo,825,90,30,12,2364,73.24123519851405,0,0
netlogo,826,90,30,12,2350,75.78601595495073,0,0
netlogo,824,90,30,20,2329,72.33787987556832,0,0
netlogo,827,90,30,12,2326,75.53956834532374,0,0
netlogo,828,90,30,14,2347,75.25894538606404,0,0
netlogo,829,90,30,14,2353,76.05386416861826,0,0
netlogo,830,90,30,14,2351,74.4496487119438,0,0
netlogo,831,90,30,13,2350,74.82369534555711,0,0
netlogo,832,90,30,14,2322,73.5421686746988,0,0
netlogo,834,90,30,12,2382,72.54632807137955,0,0
netlogo,833,90,30,17,2354,74.4161606725829,0,0
netlogo,835,90,30,12,2353,74.8768472906404,0,0
netlogo,836,90,30,14,2344,75.24775837659273,0,0
netlogo,838,90,30,11,2333,73.53467828578249,0,0
netlogo,839,90,30,16,2318,73.80091588334538,0,0
netlogo,837,90,30,19,2322,74.59764592841701,0,0
netlogo,840,90,30,16,2338,74.29113773875905,0,0
netlogo,841,90,35,13,2360,75.13331787618827,0,0
netlogo,842,90,35,13,2343,74.95873614713511,0,0
netlogo,843,90,35,12,2341,73.63829285545862,0,0
netlogo,844,90,35,12,2346,75.20244102804836,0,0
netlogo,846,90,35,13,2314,74.54721081864284,0,0
netlogo,845,90,35,18,2355,75.94037498544311,0,0
netlogo,847,90,35,15,2330,77.89824854045038,0,0
netlogo,849,90,35,16,2353,76.30044320037322,0,0
netlogo,848,90,35,21,2333,75.59185606060606,0,0
netlogo,850,90,35,15,2351,77.01754385964912,0,0
netlogo,851,90,35,16,2335,76.78150070788108,0,0
netlogo,855,90,35,14,2337,74.6090047393365,0,0
netlogo,853,90,35,18,2359,76.16562282533054,0,0
netlogo,852,90,35,22,2366,75.96076168493941,0,0
netlogo,854,90,35,22,2343,77.41176470588236,0,0
netlogo,857,90,35,10,2326,76.78699497967966,0,0
netlogo,859,90,35,12,2331,74.62881577384486,0,0
netlogo,856,90,35,21,2356,75.2296778695197,0,0
netlogo,858,90,35,17,2331,75.69238083917746,0,0
netlogo,860,90,35,18,2342,76.73897665644895,0,0
netlogo,861,90,35,12,2361,76.37547981854135,0,0
netlogo,863,90,35,11,2336,75.98676435830772,0,0
netlogo,862,90,35,16,2326,76.10460950561261,0,0
netlogo,864,90,35,12,2346,75.1763875823142,0,0
netlogo,865,90,35,18,2343,75.66100094428705,0,0
netlogo,867,90,35,18,2340,75.43342375280105,0,0
netlogo,866,90,35,28,2325,75.46876866117282,0,0
netlogo,868,90,35,16,2329,75.76046761302636,0,0
netlogo,869,90,35,14,2370,76.6820276497696,0,0
netlogo,870,90,35,13,2324,76.35928143712574,0,0
netlogo,872,90,40,19,2340,81.75156600874601,0,0
netlogo,871,90,40,30,2337,81.94791295041027,0,0
netlogo,874,90,40,18,2342,81.84073724007561,0,0
netlogo,873,90,40,24,2342,81.76137703371846,0,0
netlogo,875,90,40,14,2330,82.12063188128292,0,0
netlogo,876,90,40,17,2333,83.31942291641826,0,0
netlogo,878,90,40,20,2340,83.48928106123415,0,0
netlogo,879,90,40,16,2359,81.23177417473462,0,0
netlogo,877,90,40,24,2351,82.61737089201878,0,0
netlogo,880,90,40,18,2330,81.61236224245329,0,0
netlogo,881,90,40,16,2390,82.93844235347466,0,0
netlogo,883,90,40,18,2336,83.73722974578286,0,0
netlogo,882,90,40,26,2330,81.66726382419682,0,0
netlogo,884,90,40,20,2333,81.93848354792561,0,0
netlogo,886,90,40,13,2338,82.02929617720615,0,0
netlogo,885,90,40,17,2368,82.99988435295478,0,0
netlogo,888,90,40,14,2350,81.22870903324328,0,0
netlogo,887,90,40,23,2322,81.40431169456824,0,0
netlogo,889,90,40,17,2332,82.11255825068706,0,0
netlogo,890,90,40,18,2350,82.35017626321974,0,0
netlogo,891,90,40,13,2366,82.88267378437972,0,0
netlogo,892,90,40,15,2334,81.70659039447027,0,0
netlogo,893,90,40,18,2359,81.34406720336017,0,0
netlogo,894,90,40,16,2315,81.43444605708756,0,0
netlogo,896,90,40,15,2347,80.91648015078337,0,0
netlogo,895,90,40,18,2355,82.41282471331617,0,0
netlogo,897,90,40,16,2335,82.34034962540136,0,0
netlogo,898,90,40,23,2346,81.98772426817753,0,0
netlogo,900,90,40,15,2326,80.52991248051794,0,0
netlogo,899,90,40,21,2367,82.81774997103464,0,0
netlogo,901,90,45,20,2349,87.08206686930092,0,0
netlogo,903,90,45,20,2347,86.34660421545668,0,0
netlogo,902,90,45,29,2342,86.59672285747966,0,0
netlogo,904,90,45,29,2342,85.15386422363167,0,0
netlogo,905,90,45,20,2341,86.03800306857076,0,0
netlogo,907,90,45,19,2347,87.90114780979152,0,0
netlogo,906,90,45,25,2344,87.37977949800609,0,0
netlogo,909,90,45,16,2340,87.22877358490567,0,0
netlogo,908,90,45,17,2350,87.24769571811925,0,0
netlogo,911,90,45,19,2353,86.31271878646442,0,0
netlogo,913,90,45,16,2345,86.85198217217922,0,0
netlogo,910,90,45,24,2334,85.44056771141337,0,0
netlogo,912,90,45,23,2319,87.437125748503,0,0
netlogo,914,90,45,17,2375,87.13041485216594,0,0
netlogo,917,90,45,15,2344,85.98943041691133,0,0
netlogo,915,90,45,23,2356,87.06796566921828,0,0
netlogo,916,90,45,27,2351,85.97311513734658,0,0
netlogo,918,90,45,22,2329,85.99523241954708,0,0
netlogo,919,90,45,20,2348,86.86028808994027,0,0
netlogo,920,90,45,22,2341,86.22195985832349,0,0
netlogo,921,90,45,23,2367,86.61906955320129,0,0
netlogo,923,90,45,21,2323,86.75433353257621,0,0
netlogo,922,90,45,27,2329,86.56751933372992,0,0
netlogo,924,90,45,18,2351,87.42863800535943,0,0
netlogo,925,90,45,21,2343,86.11864606675316,0,0
netlogo,926,90,45,21,2341,85.86751532296087,0,0
netlogo,927,90,45,21,2306,86.78580111840506,0,0
netlogo,928,90,45,19,2369,86.9560211835137,0,0
netlogo,929,90,45,29,2336,87.06285444234405,0,0
netlogo,931,90,50,19,2321,86.95026962252847,0,0
netlogo,930,90,45,20,2342,86.99541014475697,0,0
netlogo,932,90,50,24,2355,86.72576694272716,0,0
netlogo,933,90,50,16,2361,86.20289855072464,0,0
netlogo,935,90,50,23,2345,85.53961909240536,0,0
netlogo,934,90,50,25,2355,86.00837404047454,0,0
netlogo,936,90,50,21,2334,87.5237191650854,0,0
netlogo,937,90,50,33,2355,86.17923980006974,0,0
netlogo,940,90,50,18,2344,86.47217974355958,0,0
netlogo,938,90,50,22,2328,87.26258309591643,0,0
netlogo,939,90,50,23,2353,88.50534635053464,0,0
netlogo,943,90,50,20,2328,87.31405450434369,0,0
netlogo,941,90,50,27,2344,86.70811825434069,0,0
netlogo,944,90,50,25,2354,85.24341952014908,0,0
netlogo,942,90,50,26,2372,86.57779820730866,0,0
netlogo,945,90,50,21,2332,86.37061533010511,0,0
netlogo,946,90,50,21,2339,86.56822209096279,0,0
netlogo,947,90,50,22,2326,87.21248957216065,0,0
netlogo,948,90,50,40,2369,87.26312162627771,0,0
netlogo,949,90,50,20,2338,87.526526762556,0,0
netlogo,951,90,50,14,2335,86.58753709198812,0,0
netlogo,950,90,50,17,2335,86.33408204279466,0,0
netlogo,953,90,50,17,2342,86.90476190476191,0,0
netlogo,954,90,50,20,2306,85.32799805990057,0,0
netlogo,952,90,50,20,2360,86.07022829991888,0,0
netlogo,955,90,50,32,2343,87.41348973607039,0,0
netlogo,956,90,50,22,2360,86.45206113941639,0,0
netlogo,957,90,50,22,2327,85.96114884995829,0,0
netlogo,958,90,50,22,2345,87.52054472880958,0,0
netlogo,959,90,50,18,2345,87.21039082611748,0,0
netlogo,960,90,50,22,2353,87.0828973375189,0,0
netlogo,962,90,55,46,2345,94.34405069232574,0,0
netlogo,961,90,55,58,2324,93.62535612535613,0,0
netlogo,963,90,55,50,2320,93.88975248116705,0,0
netlogo,964,90,55,78,2372,93.96927310249943,0,0
netlogo,967,90,55,41,2320,93.8196191160618,0,0
netlogo,965,90,55,62,2347,94.8738907052779,0,0
netlogo,966,90,55,74,2348,94.16851700362277,0,0
netlogo,969,90,55,41,2346,93.89187924175053,0,0
netlogo,970,90,55,43,2343,94.14943609022556,0,0
netlogo,968,90,55,78,2337,94.62226406213226,0,0
netlogo,971,90,55,49,2364,94.54755043227667,0,0
netlogo,973,90,55,48,2317,94.58163509949652,0,0
netlogo,972,90,55,56,2346,93.96138092451726,0,0
netlogo,975,90,55,61,2341,93.64182267749912,0,0
netlogo,974,90,55,74,2322,94.54891692454177,0,0
netlogo,977,90,55,46,2342,94.65837050950927,0,0
netlogo,976,90,55,63,2338,94.56381354937184,0,0
netlogo,979,90,55,54,2336,94.45689350159216,0,0
netlogo,981,90,55,37,2324,94.6918418240114,0,0
netlogo,978,90,55,73,2335,94.76408989292858,0,0
netlogo,980,90,55,63,2361,93.486545790507,0,0
netlogo,982,90,55,41,2319,93.27590332615459,0,0
netlogo,983,90,55,53,2334,94.32649209719274,0,0
netlogo,985,90,55,39,2344,94.13768796992481,0,0
netlogo,984,90,55,55,2336,93.97448015122873,0,0
netlogo,987,90,55,38,2340,94.90131578947368,0,0
netlogo,986,90,55,62,2316,94.31205843611544,0,0
netlogo,989,90,55,36,2366,94.21620380996099,0,0
netlogo,988,90,55,58,2323,94.18147132466913,0,0
netlogo,990,90,55,62,2351,93.98250728862973,0,0
netlogo,993,90,60,131,2343,98.16973653532291,0,0
netlogo,991,90,60,170,2342,97.94656399486641,0,0
netlogo,992,90,60,203,2335,98.09859154929578,0,0
netlogo,994,90,60,176,2336,98.11298640412565,0,0
netlogo,995,90,60,131,2319,97.76483176792296,0,0
netlogo,997,90,60,169,2346,97.94066317626528,0,0
netlogo,996,90,60,218,2347,98.19934944237917,0,0
netlogo,998,90,60,199,2350,98.18329090488312,0,0
netlogo,999,90,60,153,2353,97.8368999421631,0,0
netlogo,1000,90,60,141,2343,97.8653913449201,0,0
netlogo,1001,90,60,158,2346,97.90648988136776,0,0
netlogo,1002,90,60,172,2337,98.18352279385914,0,0
netlogo,1003,90,60,176,2357,98.04079751066037,0,0
netlogo,1004,90,60,126,2342,98.08567760009338,0,0
netlogo,1005,90,60,118,2354,98.08136846971799,0,0
netlogo,1007,90,60,197,2345,97.88002329644729,0,0
netlogo,1006,90,60,220,2353,97.80041676313962,0,0
netlogo,1008,90,60,189,2354,97.79037482646923,0,0
netlogo,1009,90,60,171,2371,98.24501424501425,0,0
netlogo,1010,90,60,184,2338,98.17330210772833,0,0
netlogo,1011,90,60,193,2360,98.29767655854612,0,0
netlogo,1013,90,60,164,2363,97.83032946848812,0,0
netlogo,1012,90,60,197,2347,97.80207000814049,0,0
netlogo,1016,90,60,131,2347,98.23358512492737,0,0
netlogo,1014,90,60,179,2363,97.96878586183153,0,0
netlogo,1015,90,60,156,2378,98.06056481796529,0,0
netlogo,1017,90,60,162,2348,98.14169570267131,0,0
netlogo,1018,90,60,148,2326,97.85950804162725,0,0
netlogo,1020,90,60,128,2340,97.85864732038381,0,0
netlogo,1019,90,60,145,2341,97.84820488831716,0,0
netlogo,1021,90,65,177,2343,98.38466008134804,0,0
netlogo,1024,90,65,66,2338,98.57775705292609,0,0
netlogo,1023,90,65,122,2329,98.37933059307105,0,0
netlogo,1022,90,65,153,2336,98.30488660275894,0,0
netlogo,1025,90,65,110,2338,98.52050326188258,0,0
netlogo,1026,90,65,119,2352,98.50023073373328,0,0
netlogo,1028,90,65,110,2321,98.32171138163338,0,0
netlogo,1029,90,65,129,2326,98.33765621315727,0,0
netlogo,1027,90,65,206,2323,98.08238636363636,0,0
netlogo,1030,90,65,91,2319,98.45464197239589,0,0
netlogo,1031,90,65,81,2311,98.2468694096601,0,0
netlogo,1034,90,65,95,2334,98.73846513257797,0,0
netlogo,1032,90,65,119,2353,97.93278669592331,0,0
netlogo,1033,90,65,211,2333,97.79472140762464,0,0
netlogo,1035,90,65,169,2349,98.35781195790447,0,0
netlogo,1036,90,65,110,2336,98.36582234154314,0,0
netlogo,1037,90,65,179,2363,98.63828813365375,0,0
netlogo,1039,90,65,119,2342,98.45743446996057,0,0
netlogo,1038,90,65,161,2326,98.37321702227986,0,0
netlogo,1040,90,65,124,2362,98.53513389791715,0,0
netlogo,1041,90,65,107,2354,98.23692094952754,0,0
netlogo,1042,90,65,102,2323,98.57328145265889,0,0
netlogo,1043,90,65,93,2334,98.34015195791935,0,0
netlogo,1044,90,65,103,2317,98.4004739336493,0,0
netlogo,1046,90,65,119,2330,98.41772151898735,0,0
netlogo,1048,90,65,148,2337,98.15183062346473,0,0
netlogo,1045,90,65,229,2333,98.07421324565524,0,0
netlogo,1047,90,65,182,2337,98.29379455416618,0,0
netlogo,1049,90,65,117,2354,98.4820607175713,0,0
netlogo,1050,90,65,114,2370,98.54694062890226,0,0
netlogo,1051,90,70,234,2349,99.67985364738166,0,0
netlogo,1054,90,70,214,2335,99.60811433840479,0,0
netlogo,1052,90,70,343,2325,99.61636828644501,0,0
netlogo,1053,90,70,287,2338,99.79236359441688,0,0
netlogo,1055,90,70,230,2332,99.54735376044567,0,0
netlogo,1056,90,70,211,2345,99.56376994604523,0,0
netlogo,1057,90,70,273,2339,99.59682064278309,0,0
netlogo,1058,90,70,337,2353,99.48565550348611,0,0
netlogo,1059,90,70,342,2360,99.68156488115547,0,0
netlogo,1061,90,70,212,2339,99.65433805737989,0,0
netlogo,1063,90,70,215,2350,99.69082789419443,0,0
netlogo,1064,90,70,250,2338,99.51417004048582,0,0
netlogo,1062,90,70,413,2365,99.60398280153882,0,0
netlogo,1060,90,70,672,2357,99.55601092896174,0,0
netlogo,1065,90,70,157,2344,99.69018932874356,0,0
netlogo,1066,90,70,121,2337,99.64207366354924,0,0
netlogo,1068,90,70,233,2328,99.60400652224551,0,0
netlogo,1067,90,70,388,2320,99.62603716255697,0,0
netlogo,1070,90,70,287,2330,99.53520799442249,0,0
netlogo,1069,90,70,340,2356,99.70393987702117,0,0
netlogo,1073,90,70,228,2331,99.5589600742804,0,0
netlogo,1074,90,70,222,2341,99.58582604693972,0,0
netlogo,1071,90,70,476,2343,99.66670497643949,0,0
netlogo,1072,90,70,425,2336,99.53789279112755,0,0
netlogo,1075,90,70,274,2317,99.5785530320768,0,0
netlogo,1077,90,70,243,2354,99.58955649298825,0,0
netlogo,1076,90,70,351,2346,99.52916858061552,0,0
netlogo,1081,95,15,9,2455,54.89159745442779,0,0
netlogo,1078,90,70,278,2329,99.62782042335427,0,0
netlogo,1082,95,15,8,2450,56.32582322357019,0,0
netlogo,1083,95,15,10,2505,55.775201821569034,0,0
netlogo,1084,95,15,9,2464,56.7208904109589,0,0
netlogo,1086,95,15,8,2472,55.13869699224148,0,0
netlogo,1085,95,15,10,2488,57.42605412208937,0,0
netlogo,1088,95,15,8,2441,54.60497599301615,0,0
netlogo,1087,95,15,16,2468,55.478502080443825,0,0
netlogo,1089,95,15,7,2468,54.66467640473398,0,0
netlogo,1090,95,15,7,2445,56.24388653407239,0,0
netlogo,1091,95,15,7,2481,54.83598776500369,0,0
netlogo,1092,95,15,10,2447,56.15784908933218,0,0
netlogo,1093,95,15,11,2471,54.87234042553192,0,0
netlogo,1094,95,15,8,2463,56.50128314798973,0,0
netlogo,1095,95,15,8,2482,55.6691253951528,0,0
netlogo,1096,95,15,8,2465,55.97477554510475,0,0
netlogo,1097,95,15,6,2464,55.85123436999038,0,0
netlogo,1098,95,15,7,2464,54.498824535157084,0,0
netlogo,1099,95,15,7,2468,54.912000000000006,0,0
netlogo,1100,95,15,7,2479,55.33713802578736,0,0
netlogo,1101,95,15,7,2450,55.38961038961039,0,0
netlogo,1102,95,15,6,2461,55.21347350354001,0,0
netlogo,1104,95,15,8,2470,57.0348279902013,0,0
netlogo,1103,95,15,18,2487,57.169850934285115,0,0
netlogo,1105,95,15,7,2480,56.13905325443787,0,0
netlogo,1106,95,15,8,2476,56.66878710771841,0,0
netlogo,1107,95,15,9,2484,54.397051079515535,0,0
netlogo,1109,95,15,7,2482,54.21063739974673,0,0
netlogo,1108,95,15,12,2464,56.1758100737889,0,0
netlogo,1110,95,15,7,2466,55.705128205128204,0,0
netlogo,1111,95,20,7,2455,56.32072421597155,0,0
netlogo,1113,95,20,6,2471,55.846088435374156,0,0
netlogo,1112,95,20,11,2477,54.63590177815411,0,0
netlogo,1080,90,70,195,2302,99.5609871855719,0,0
netlogo,1114,95,20,10,2468,55.9547926218147,0,0
netlogo,1116,95,20,8,2488,56.39358019511172,0,0
netlogo,1115,95,20,15,2482,56.182143986507846,0,0
netlogo,1117,95,20,10,2458,56.05068184258564,0,0
netlogo,1118,95,20,8,2455,54.91335701216231,0,0
netlogo,1119,95,20,5,2459,54.973709625496305,0,0
netlogo,1120,95,20,7,2465,56.38695884553715,0,0
netlogo,1121,95,20,6,2477,56.397502381204355,0,0
netlogo,1122,95,20,7,2475,55.569687334393215,0,0
netlogo,1123,95,20,14,2468,55.710632857447266,0,0
netlogo,1124,95,20,10,2465,54.85903460059804,0,0
netlogo,1125,95,20,9,2474,57.03837184651262,0,0
netlogo,1127,95,20,7,2469,56.15024473292189,0,0
netlogo,1126,95,20,9,2478,56.16670192511106,0,0
netlogo,1128,95,20,13,2487,56.8639798488665,0,0
netlogo,1129,95,20,9,2470,56.65779670037254,0,0
netlogo,1130,95,20,7,2479,54.003803084724275,0,0
netlogo,1079,90,70,352,2346,99.50727626905007,0,0
netlogo,1131,95,20,8,2472,55.232125783490915,0,0
netlogo,1132,95,20,8,2488,55.70138597228056,0,0
netlogo,1133,95,20,7,2456,55.959552495697075,0,0
netlogo,1134,95,20,8,2473,56.001699596345865,0,0
netlogo,1136,95,20,6,2488,55.18254301300881,0,0
netlogo,1135,95,20,7,2480,56.91820580474934,0,0
netlogo,1137,95,20,7,2497,54.65334166146158,0,0
netlogo,1138,95,20,8,2468,56.07805502239284,0,0
netlogo,1140,95,20,9,2473,57.03522920203735,0,0
netlogo,1139,95,20,9,2471,55.993205223484445,0,0
netlogo,1142,95,25,7,2471,56.13848768054376,0,0
netlogo,1141,95,25,14,2493,55.72742474916388,0,0
netlogo,1145,95,25,6,2463,53.61233008669593,0,0
netlogo,1143,95,25,10,2468,56.26331487004686,0,0
netlogo,1144,95,25,9,2470,55.046261831330426,0,0
netlogo,1146,95,25,7,2455,56.095986226191755,0,0
netlogo,1149,95,25,5,2489,52.779813632080405,0,0
netlogo,1147,95,25,7,2470,55.316657796700376,0,0
netlogo,1148,95,25,9,2481,54.44959932517926,0,0
netlogo,1150,95,25,8,2463,55.396299069419186,0,0
netlogo,1151,95,25,6,2466,57.03158344003414,0,0
netlogo,1153,95,25,8,2473,55.244458585215824,0,0
netlogo,1154,95,25,6,2486,55.59058427910887,0,0
netlogo,1152,95,25,15,2470,56.95933750928973,0,0
netlogo,1155,95,25,10,2470,55.667800935772014,0,0
netlogo,1156,95,25,8,2471,54.96597192683964,0,0
netlogo,1157,95,25,8,2471,54.761904761904766,0,0
netlogo,1159,95,25,7,2465,56.9841947885519,0,0
netlogo,1160,95,25,7,2466,55.722827247490926,0,0
netlogo,1161,95,25,6,2452,56.712387946862506,0,0
netlogo,1158,95,25,11,2473,57.03680135751406,0,0
netlogo,1162,95,25,7,2464,53.875720691864196,0,0
netlogo,1163,95,25,7,2485,55.547376169944265,0,0
netlogo,1164,95,25,8,2477,56.694162436548226,0,0
netlogo,1165,95,25,9,2466,55.87796031576702,0,0
netlogo,1167,95,25,6,2477,54.778283416234515,0,0
netlogo,1166,95,25,8,2453,55.13193322563274,0,0
netlogo,1168,95,25,8,2476,55.02382212811011,0,0
netlogo,1169,95,25,13,2465,56.12517355548435,0,0
netlogo,1170,95,25,6,2460,55.03377291733676,0,0
netlogo,1172,95,30,18,2476,75.12706480304956,0,0
netlogo,1171,95,30,22,2486,75.99706129303107,0,0
netlogo,1173,95,30,17,2485,73.68145119010171,0,0
netlogo,1174,95,30,18,2467,74.92537313432835,0,0
netlogo,1176,95,30,16,2458,74.22536721346627,0,0
netlogo,1175,95,30,24,2470,75.98086124401914,0,0
netlogo,1177,95,30,20,2472,75.86536419622001,0,0
netlogo,1178,95,30,21,2470,74.2501595405233,0,0
netlogo,1179,95,30,14,2493,73.76398034911675,0,0
netlogo,1180,95,30,18,2463,76.86790837079855,0,0
netlogo,1182,95,30,18,2460,74.68937446443873,0,0
netlogo,1181,95,30,19,2471,75.58102515122572,0,0
netlogo,1183,95,30,16,2487,74.75575165458557,0,0
netlogo,1185,95,30,16,2483,75.73653198653199,0,0
netlogo,1186,95,30,17,2490,76.27366879380688,0,0
netlogo,1184,95,30,22,2474,74.84110169491525,0,0
netlogo,1187,95,30,13,2481,73.4937216418698,0,0
netlogo,1189,95,30,14,2466,75.2906046710035,0,0
netlogo,1188,95,30,16,2468,76.62046908315565,0,0
netlogo,1190,95,30,17,2470,74.54004041263427,0,0
netlogo,1191,95,30,20,2465,74.60758142018152,0,0
netlogo,1193,95,30,14,2482,73.56285533796589,0,0
netlogo,1192,95,30,28,2478,73.64921907978051,0,0
netlogo,1195,95,30,16,2479,74.87591086703982,0,0
netlogo,1197,95,30,19,2466,75.1464791733248,0,0
netlogo,1194,95,30,54,2465,74.94660401537804,0,0
netlogo,1198,95,30,24,2466,74.08945686900958,0,0
netlogo,1199,95,30,19,2461,73.5143223599829,0,0
netlogo,1201,95,35,18,2464,77.77540563620838,0,0
netlogo,1200,95,30,20,2456,75.25230835301696,0,0
netlogo,1202,95,35,14,2461,75.11471561199446,0,0
netlogo,1204,95,35,14,2483,74.51907915484074,0,0
netlogo,1203,95,35,17,2476,76.37728666596172,0,0
netlogo,1205,95,35,19,2442,75.94785442694187,0,0
netlogo,1206,95,35,13,2478,75.28765966430909,0,0
netlogo,1207,95,35,16,2486,74.38155136268344,0,0
netlogo,1208,95,35,12,2476,74.06742047976329,0,0
netlogo,1210,95,35,12,2473,75.7498675145734,0,0
netlogo,1209,95,35,18,2474,76.77152843978392,0,0
netlogo,1211,95,35,14,2458,74.20600858369099,0,0
netlogo,1213,95,35,14,2493,74.58298582151794,0,0
netlogo,1214,95,35,17,2450,74.46372749811361,0,0
netlogo,1212,95,35,48,2483,74.02433906840118,0,0
netlogo,1215,95,35,28,2479,75.74799831437,0,0
netlogo,1216,95,35,16,2474,77.20876097767432,0,0
netlogo,1217,95,35,14,2454,75.32774554051149,0,0
netlogo,1218,95,35,17,2476,77.62643860204835,0,0
netlogo,1219,95,35,28,2464,74.39701173959446,0,0
netlogo,1221,95,35,18,2453,76.24784853700515,0,0
netlogo,1220,95,35,31,2459,76.9239002461736,0,0
netlogo,1222,95,35,17,2484,75.98234923303215,0,0
netlogo,1223,95,35,17,2498,76.15983393876492,0,0
netlogo,1224,95,35,18,2465,75.82897963535558,0,0
netlogo,1225,95,35,27,2472,74.3714861567837,0,0
netlogo,1226,95,35,20,2471,76.4655994911481,0,0
netlogo,1227,95,35,18,2465,75.60247387502666,0,0
netlogo,1228,95,35,13,2464,75.05862289490514,0,0
netlogo,1229,95,35,25,2489,75.79090718625602,0,0
netlogo,1231,95,40,19,2484,83.8495575221239,0,0
netlogo,1232,95,40,15,2476,83.15689180605548,0,0
netlogo,1233,95,40,17,2485,83.61035135703766,0,0
netlogo,1230,95,35,75,2486,73.94123183101537,0,0
netlogo,1234,95,40,27,2446,83.55762969394401,0,0
netlogo,1235,95,40,20,2481,84.81399515228159,0,0
netlogo,1236,95,40,23,2471,83.14009147962983,0,0
netlogo,1238,95,40,17,2473,82.75385433280171,0,0
netlogo,1237,95,40,24,2484,84.35989068740804,0,0
netlogo,1240,95,40,20,2475,83.16402116402116,0,0
netlogo,1241,95,40,16,2459,83.38345864661653,0,0
netlogo,1239,95,40,26,2501,83.911508101371,0,0
netlogo,1242,95,40,20,2479,83.84680312302173,0,0
netlogo,1244,95,40,20,2453,83.27755586742956,0,0
netlogo,1243,95,40,23,2458,84.28785928785929,0,0
netlogo,1245,95,40,18,2439,83.26780253385758,0,0
netlogo,1246,95,40,18,2481,83.86517328825022,0,0
netlogo,1247,95,40,21,2481,84.72500791723847,0,0
netlogo,1248,95,40,19,2473,83.18104547386315,0,0
netlogo,1249,95,40,23,2468,83.2302112225304,0,0
netlogo,1250,95,40,28,2479,84.96248546972419,0,0
netlogo,1252,95,40,15,2467,83.0253178079265,0,0
netlogo,1251,95,40,23,2470,82.80004252152652,0,0
netlogo,1253,95,40,19,2474,82.88747346072188,0,0
netlogo,1255,95,40,17,2448,82.44986449864498,0,0
netlogo,1254,95,40,23,2491,82.72546765597241,0,0
netlogo,1256,95,40,25,2465,84.67129877071085,0,0
netlogo,1257,95,40,23,2495,83.40638697557921,0,0
netlogo,1258,95,40,21,2480,82.7677065767285,0,0
netlogo,1260,95,40,20,2469,82.97645680196015,0,0
netlogo,1259,95,40,30,2478,83.56772760917839,0,0
netlogo,1261,95,45,23,2495,87.13602329450914,0,0
netlogo,1263,95,45,25,2471,86.26910016977929,0,0
netlogo,1262,95,45,28,2472,87.45235069885642,0,0
netlogo,1264,95,45,26,2473,87.2052447922174,0,0
netlogo,1266,95,45,21,2485,86.92913385826772,0,0
netlogo,1267,95,45,18,2464,85.67014702748776,0,0
netlogo,1265,95,45,35,2469,86.54499151103565,0,0
netlogo,1269,95,45,22,2431,87.80220982387047,0,0
netlogo,1270,95,45,22,2462,86.27639155470249,0,0
netlogo,1268,95,45,29,2483,86.39363150727978,0,0
netlogo,1271,95,45,28,2463,87.13282247765007,0,0
netlogo,1273,95,45,21,2459,88.31765711842667,0,0
netlogo,1272,95,45,21,2470,87.65092141495447,0,0
netlogo,1274,95,45,24,2469,88.49218999043671,0,0
netlogo,1275,95,45,23,2484,86.03187919463086,0,0
netlogo,1276,95,45,24,2492,86.64858662772504,0,0
netlogo,1277,95,45,21,2463,87.33055822392998,0,0
netlogo,1278,95,45,26,2471,85.83518459748228,0,0
netlogo,1279,95,45,30,2457,87.66991330407792,0,0
netlogo,1280,95,45,22,2465,86.80629385498618,0,0
netlogo,1282,95,45,19,2469,86.11347216319592,0,0
netlogo,1281,95,45,24,2472,85.88846480067855,0,0
netlogo,1283,95,45,22,2473,87.2072072072072,0,0
