"BehaviorSpace results (NetLogo 7.0.4)","Table version 2.0"
"netlogo/Segregation.nlogox"
"segregation-reference"
"05/23/2026 18:09:07:472 +1000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-25","25","-25","25"
"[run number]","visualization","density","%-similar-wanted","[step]","ticks","count turtles","percent-similar","percent-unhappy","count turtles with [not happy?]"
"446","old","80","25","10","10","2057","60.01211754013936","0","0"
"448","old","80","25","9","9","2107","59.30904885805146","0","0"
"447","old","80","25","11","11","2065","59.83966117077598","0","0"
"449","old","80","25","9","9","2085","59.13675467220409","0","0"
"450","old","80","25","9","9","2053","60.28303337948008","0","0"
"451","old","80","30","11","11","2072","73.70320252593595","0","0"
"453","old","80","30","12","12","2111","70.55579741692061","0","0"
"454","old","80","30","10","10","2041","70.88152547671147","0","0"
"452","old","80","30","20","20","2084","73.68892873151053","0","0"
"455","old","80","30","11","11","2109","70.87831922964692","0","0"
"456","old","80","30","10","10","2093","73.18775995246584","0","0"
"458","old","80","30","15","15","2088","73.28675486844062","0","0"
"457","old","80","30","23","23","2085","73.06085918854416","0","0"
"460","old","80","30","15","15","2088","73.7060655494587","0","0"
"459","old","80","30","22","22","2108","74.74747474747475","0","0"
"463","old","80","30","11","11","2074","70.89732008431196","0","0"
"461","old","80","30","17","17","2066","74.41403296537123","0","0"
"462","old","80","30","17","17","2118","70.89228992203292","0","0"
"464","old","80","30","13","13","2085","72.02692595362753","0","0"
"465","old","80","30","12","12","2039","70.82554517133957","0","0"
"467","old","80","30","12","12","2090","71.78800059550395","0","0"
"466","old","80","30","19","19","2120","72.16465169833045","0","0"
"468","old","80","30","17","17","2080","73.92670157068063","0","0"
"470","old","80","30","11","11","2071","71.59745377387087","0","0"
"469","old","80","30","16","16","2066","72.67468412239306","0","0"
"471","old","80","30","16","16","2099","73.66642174871419","0","0"
"472","old","80","30","12","12","2070","72.88828337874659","0","0"
"473","old","80","30","15","15","2043","73.46399128946959","0","0"
"474","old","80","30","15","15","2069","72.6349302607641","0","0"
"475","old","80","30","16","16","2029","70.86489898989899","0","0"
"477","old","80","30","11","11","2077","73.1981981981982","0","0"
"476","old","80","30","18","18","2070","74.13740920096852","0","0"
"478","old","80","30","21","21","2085","71.63310961968679","0","0"
"480","old","80","30","12","12","2044","73.85285425416083","0","0"
"479","old","80","30","17","17","2128","71.5535791134701","0","0"
"481","old","80","35","21","21","2071","77.85275153696206","0","0"
"482","old","80","35","14","14","2082","77.33057117490382","0","0"
"483","old","80","35","11","11","2079","76.96888491886259","0","0"
"484","old","80","35","12","12","2073","76.51277454056476","0","0"
"485","old","80","35","12","12","2107","78.25583079820369","0","0"
"486","old","80","35","11","11","2081","76.21308799525151","0","0"
"487","old","80","35","11","11","2078","77.7512318948783","0","0"
"488","old","80","35","12","12","2071","77.30263157894737","0","0"
"489","old","80","35","14","14","2044","76.13566605279313","0","0"
"490","old","80","35","15","15","2081","77.63956759958536","0","0"
"492","old","80","35","11","11","2089","75.79646017699116","0","0"
"491","old","80","35","16","16","2069","77.35933983495875","0","0"
"493","old","80","35","14","14","2082","76.23791821561339","0","0"
"496","old","80","35","10","10","2101","75.55425904317387","0","0"
"495","old","80","35","11","11","2069","77.81790820165538","0","0"
"494","old","80","35","14","14","2092","76.70729916287267","0","0"
"497","old","80","35","13","13","2078","77.15948082947934","0","0"
"499","old","80","35","12","12","2060","78.19754210286754","0","0"
"498","old","80","35","13","13","2037","75.86100386100387","0","0"
"500","old","80","35","12","12","2090","76.90718607053269","0","0"
"501","old","80","35","12","12","2079","75.85435009700045","0","0"
"502","old","80","35","12","12","2082","77.0743972785091","0","0"
"503","old","80","35","13","13","2090","77.61435505221355","0","0"
"504","old","80","35","16","16","2097","78.53579812206573","0","0"
"506","old","80","35","12","12","2079","77.19665271966527","0","0"
"505","old","80","35","13","13","2089","76.46885149099498","0","0"
"507","old","80","35","15","15","2063","76.84960582171013","0","0"
"508","old","80","35","13","13","2094","77.10649502633119","0","0"
"510","old","80","35","13","13","2074","75.66681567575621","0","0"
"511","old","80","40","19","19","2078","81.5114709851552","0","0"
"509","old","80","35","23","23","2106","79.08334549700774","0","0"
"512","old","80","40","17","17","2053","80.58387395736794","0","0"
"513","old","80","40","13","13","2077","79.44319036869827","0","0"
"514","old","80","40","14","14","2093","80.98977626315009","0","0"
"515","old","80","40","17","17","2080","81.65370813397129","0","0"
"516","old","80","40","19","19","2065","81.77946768060836","0","0"
"517","old","80","40","20","20","2090","81.2822402358143","0","0"
"518","old","80","40","14","14","2059","80.29007633587786","0","0"
"519","old","80","40","11","11","2087","81.30202140309156","0","0"
"520","old","80","40","13","13","2101","78.91415994130594","0","0"
"521","old","80","40","18","18","2100","80.9405579085731","0","0"
"523","old","80","40","16","16","2100","81.51679624468241","0","0"
"522","old","80","40","22","22","2104","80.6948109058927","0","0"
"524","old","80","40","19","19","2088","81.064209274673","0","0"
"525","old","80","40","16","16","2071","79.67737072214685","0","0"
"526","old","80","40","14","14","2133","81.2863836433338","0","0"
"528","old","80","40","13","13","2061","81.45725585640402","0","0"
"527","old","80","40","16","16","2081","80.49217002237137","0","0"
"529","old","80","40","12","12","2083","81.26865671641791","0","0"
"530","old","80","40","16","16","2110","81.52142232585253","0","0"
"531","old","80","40","17","17","2093","81.82355548987734","0","0"
"532","old","80","40","15","15","2071","80.83597404557115","0","0"
"533","old","80","40","15","15","2063","81.63575554879903","0","0"
"534","old","80","40","12","12","2051","80.59240975007714","0","0"
"536","old","80","40","13","13","2125","80.2387458650942","0","0"
"535","old","80","40","15","15","2094","81.18914133962821","0","0"
"537","old","80","40","19","19","2117","81.29506778194404","0","0"
"540","old","80","40","11","11","2081","81.64359088878965","0","0"
"539","old","80","40","12","12","2089","81.92860316990075","0","0"
"538","old","80","40","25","25","2098","80.21719988259466","0","0"
"541","old","80","45","20","20","2092","87.28850963660439","0","0"
"542","old","80","45","20","20","2076","87.42514970059881","0","0"
"543","old","80","45","21","21","2063","87.4906142063373","0","0"
"544","old","80","45","17","17","2085","88.05793674253621","0","0"
"546","old","80","45","16","16","2107","85.95781566021381","0","0"
"545","old","80","45","24","24","2059","87.57575757575758","0","0"
"547","old","80","45","19","19","2075","87.46277546158427","0","0"
"548","old","80","45","21","21","2085","86.09055933708197","0","0"
"549","old","80","45","17","17","2089","88.58447488584474","0","0"
"550","old","80","45","19","19","2070","86.92077727952167","0","0"
"551","old","80","45","23","23","2052","87.06490348077214","0","0"
"552","old","80","45","20","20","2065","88.49438202247191","0","0"
"554","old","80","45","20","20","2088","88.73840718386575","0","0"
"556","old","80","45","16","16","2078","87.10966405209413","0","0"
"553","old","80","45","31","31","2097","87.52568241855005","0","0"
"555","old","80","45","25","25","2061","87.41511996378452","0","0"
"559","old","80","45","20","20","2063","86.85878092939046","0","0"
"558","old","80","45","25","25","2073","86.2151275548262","0","0"
"560","old","80","45","19","19","2070","87.9808411914384","0","0"
"557","old","80","45","33","33","2084","86.86704175303524","0","0"
"561","old","80","45","12","12","2082","87.01241134751773","0","0"
"563","old","80","45","17","17","2055","86.96703961294224","0","0"
"562","old","80","45","20","20","2089","87.41351391137935","0","0"
"564","old","80","45","18","18","2074","87.26973191553093","0","0"
"565","old","80","45","17","17","2091","87.2955047899779","0","0"
"566","old","80","45","16","16","2082","85.22072936660268","0","0"
"567","old","80","45","18","18","2099","86.63101604278076","0","0"
"568","old","80","45","19","19","2105","87.02577468867652","0","0"
"569","old","80","45","18","18","2074","87.53936122357176","0","0"
"570","old","80","45","19","19","2065","86.7622641509434","0","0"
"571","old","80","50","16","16","2082","85.27189213216772","0","0"
"572","old","80","50","17","17","2136","86.78395496129487","0","0"
"573","old","80","50","21","21","2070","85.91762568140521","0","0"
"574","old","80","50","20","20","2088","87.58448427857772","0","0"
"575","old","80","50","19","19","2059","86.04721094572245","0","0"
"576","old","80","50","17","17","2066","85.48725637181408","0","0"
"578","old","80","50","15","15","2062","86.95784046102517","0","0"
"577","old","80","50","24","24","2095","87.5054993400792","0","0"
"579","old","80","50","19","19","2077","86.95264954727624","0","0"
"580","old","80","50","18","18","2112","86.8032669436882","0","0"
"581","old","80","50","15","15","2085","87.28349370836418","0","0"
"582","old","80","50","23","23","2064","88.25301204819277","0","0"
"583","old","80","50","22","22","2084","87.56645008860012","0","0"
"584","old","80","50","23","23","2110","87.1465666474322","0","0"
"585","old","80","50","17","17","2118","86.95839311334291","0","0"
"586","old","80","50","16","16","2060","85.17058377558757","0","0"
"587","old","80","50","16","16","2065","86.91012924556658","0","0"
"589","old","80","50","18","18","2097","87.25947521865889","0","0"
"590","old","80","50","14","14","2085","86.51169677228309","0","0"
"588","old","80","50","26","26","2099","87.41654571843252","0","0"
"591","old","80","50","19","19","2087","87.79481132075472","0","0"
"592","old","80","50","23","23","2089","86.2629246676514","0","0"
"594","old","80","50","20","20","2075","86.97272320763155","0","0"
"593","old","80","50","26","26","2068","87.63440860215054","0","0"
"595","old","80","50","21","21","2128","86.9903737259343","0","0"
"596","old","80","50","18","18","2095","86.63446054750402","0","0"
"597","old","80","50","20","20","2061","87.13274069609763","0","0"
"599","old","80","50","15","15","2099","86.56519830235622","0","0"
"598","old","80","50","24","24","2075","87.70346256288842","0","0"
"600","old","80","50","17","17","2046","87.42672014810243","0","0"
"601","old","80","55","32","32","2109","93.9669891861127","0","0"
"602","old","80","55","35","35","2076","93.99241761446487","0","0"
"603","old","80","55","34","34","2052","94.27927927927928","0","0"
"604","old","80","55","41","41","2085","93.89746577337606","0","0"
"607","old","80","55","22","22","2091","93.74185136897","0","0"
"605","old","80","55","34","34","2072","92.87610619469027","0","0"
"606","old","80","55","31","31","2076","94.563787812363","0","0"
"608","old","80","55","37","37","2106","93.73215305539692","0","0"
"609","old","80","55","30","30","2089","94.06240970817683","0","0"
"610","old","80","55","28","28","2062","93.17269076305222","0","0"
"611","old","80","55","27","27","2058","93.78556454028151","0","0"
"612","old","80","55","32","32","2079","94.54837766734873","0","0"
"614","old","80","55","26","26","2095","94.33034422910038","0","0"
"615","old","80","55","32","32","2075","94.27688686185081","0","0"
"613","old","80","55","41","41","2070","93.25461254612546","0","0"
"616","old","80","55","24","24","2074","93.27817993795243","0","0"
"618","old","80","55","32","32","2040","94.20069834522545","0","0"
"617","old","80","55","40","40","2098","93.75810869251838","0","0"
"619","old","80","55","35","35","2072","94.21145894861193","0","0"
"620","old","80","55","46","46","2091","94.38071729345143","0","0"
"621","old","80","55","35","35","2060","93.70900417412045","0","0"
"622","old","80","55","32","32","2062","94.37416282184849","0","0"
"623","old","80","55","27","27","2103","93.87755102040816","0","0"
"624","old","80","55","26","26","2074","93.82063701746661","0","0"
"625","old","80","55","26","26","2068","93.76299376299376","0","0"
"626","old","80","55","28","28","2066","93.54312008312306","0","0"
"627","old","80","55","32","32","2105","93.89859639071899","0","0"
"628","old","80","55","42","42","2098","94.48365259974074","0","0"
"630","old","80","55","39","39","2073","94.2432273262662","0","0"
"629","old","80","55","47","47","2051","93.19072009641458","0","0"
"631","old","80","60","37","37","2104","96.65997706422019","0","0"
"634","old","80","60","32","32","2083","97.28665207877462","0","0"
"632","old","80","60","73","73","2119","97.10288298473714","0","0"
"633","old","80","60","64","64","2063","96.6041108132261","0","0"
"635","old","80","60","57","57","2123","96.58674188998589","0","0"
"636","old","80","60","36","36","2059","96.4765601672141","0","0"
"638","old","80","60","35","35","2079","96.47938976089189","0","0"
"637","old","80","60","45","45","2099","96.93877551020408","0","0"
"639","old","80","60","45","45","2045","96.88115064345193","0","0"
"641","old","80","60","32","32","2072","96.59873918780238","0","0"
"640","old","80","60","59","59","2074","96.28482972136223","0","0"
"642","old","80","60","35","35","2060","97.00937360511828","0","0"
"643","old","80","60","48","48","2094","96.33227022325312","0","0"
"644","old","80","60","42","42","2028","97.02607899954248","0","0"
"646","old","80","60","35","35","2059","96.91734921816828","0","0"
"645","old","80","60","43","43","2084","96.32826214160328","0","0"
"647","old","80","60","41","41","2082","96.57334499854184","0","0"
"648","old","80","60","38","38","2082","97.0764508112849","0","0"
"649","old","80","60","47","47","2083","96.43485915492957","0","0"
"650","old","80","60","44","44","2088","97.03199652526423","0","0"
"651","old","80","60","31","31","2051","96.85856004809861","0","0"
"654","old","80","60","38","38","2082","96.54819365218663","0","0"
"652","old","80","60","58","58","2102","96.48465638956922","0","0"
"653","old","80","60","53","53","2071","96.70702894270525","0","0"
"655","old","80","60","42","42","2070","97.1857963754236","0","0"
"657","old","80","60","42","42","2063","96.55530809205642","0","0"
"659","old","80","60","43","43","2069","96.51748666271487","0","0"
"656","old","80","60","53","53","2116","96.44072603516733","0","0"
"658","old","80","60","65","65","2107","96.52548456568557","0","0"
"660","old","80","60","55","55","2071","96.57777777777777","0","0"
"661","old","80","65","49","49","2091","98.39328878145884","0","0"
"662","old","80","65","54","54","2060","98.19462791721708","0","0"
"663","old","80","65","60","60","2098","98.5095613048369","0","0"
"666","old","80","65","35","35","2046","98.16730712385457","0","0"
"664","old","80","65","43","43","2089","98.05324935585456","0","0"
"665","old","80","65","44","44","2103","97.78091872791519","0","0"
"667","old","80","65","43","43","2061","98.37267262864682","0","0"
"668","old","80","65","44","44","2057","97.94160583941606","0","0"
"669","old","80","65","43","43","2110","97.92607223476298","0","0"
"670","old","80","65","51","51","2066","98.25935596170584","0","0"
"671","old","80","65","50","50","2064","98.09648358035454","0","0"
"672","old","80","65","35","35","2072","98.20990327703191","0","0"
"673","old","80","65","52","52","2070","98.10909090909091","0","0"
"676","old","80","65","37","37","2087","98.02744425385936","0","0"
"674","old","80","65","70","70","2078","98.44245745601384","0","0"
"675","old","80","65","65","65","2073","98.30753652538695","0","0"
"677","old","80","65","66","66","2072","97.95325881840616","0","0"
"679","old","80","65","47","47","2105","98.00706713780919","0","0"
"678","old","80","65","48","48","2055","98.25128581925055","0","0"
"680","old","80","65","51","51","2068","98.00640279394645","0","0"
"682","old","80","65","41","41","2095","98.19602272727272","0","0"
"681","old","80","65","53","53","2092","98.10487318324309","0","0"
"683","old","80","65","54","54","2088","98.24611435904748","0","0"
"684","old","80","65","55","55","2081","98.0195177956372","0","0"
"685","old","80","65","42","42","2127","98.29506393510243","0","0"
"686","old","80","65","50","50","2069","97.9588861350051","0","0"
"687","old","80","65","51","51","2075","98.16208393632417","0","0"
"688","old","80","65","59","59","2080","98.07358053302433","0","0"
"689","old","80","65","61","61","2101","97.99179748267571","0","0"
"690","old","80","65","45","45","2091","98.24736392134511","0","0"
"691","old","80","70","61","61","2073","99.54725523486134","0","0"
"692","old","80","70","74","74","2108","99.63170099577138","0","0"
"694","old","80","70","81","81","2117","99.24750307839649","0","0"
"693","old","80","70","100","100","2055","99.5689035781003","0","0"
"695","old","80","70","74","74","2082","99.59252494028382","0","0"
"696","old","80","70","91","91","2106","99.64123085414654","0","0"
"697","old","80","70","76","76","2074","99.57543164449476","0","0"
"698","old","80","70","80","80","2059","99.51875442321303","0","0"
"699","old","80","70","76","76","2107","99.57510964912281","0","0"
"700","old","80","70","64","64","2113","99.64755320591027","0","0"
"701","old","80","70","65","65","2101","99.49154871512987","0","0"
"702","old","80","70","81","81","2082","99.53625632377741","0","0"
"703","old","80","70","67","67","2094","99.50365366055426","0","0"
"704","old","80","70","72","72","2100","99.78118161925602","0","0"
"705","old","80","70","64","64","2089","99.48539638386649","0","0"
"707","old","80","70","56","56","2068","99.5774647887324","0","0"
"706","old","80","70","66","66","2126","99.60895361380798","0","0"
"709","old","80","70","77","77","2083","99.59446231296322","0","0"
"710","old","80","70","81","81","2083","99.47953298635532","0","0"
"708","old","80","70","115","115","2071","99.5505617977528","0","0"
"711","old","80","70","89","89","2053","99.58529958529958","0","0"
"712","old","80","70","74","74","2076","99.41019519730375","0","0"
"714","old","80","70","70","70","2097","99.6027397260274","0","0"
"713","old","80","70","83","83","2067","99.58765818285227","0","0"
"715","old","80","70","87","87","2119","99.41694915254237","0","0"
"716","old","80","70","62","62","2066","99.42359060874455","0","0"
"718","old","80","70","70","70","2089","99.553135037006","0","0"
"717","old","80","70","79","79","2110","99.51870187018702","0","0"
"721","old","90","15","7","7","2324","54.79287090558766","0","0"
"722","old","90","15","7","7","2346","54.210028382213814","0","0"
"719","old","80","70","65","65","2064","99.41728254690165","0","0"
"723","old","90","15","6","6","2379","55.26345999311215","0","0"
"724","old","90","15","7","7","2337","55.01548725279962","0","0"
"725","old","90","15","5","5","2346","54.64416381446949","0","0"
"726","old","90","15","6","6","2323","54.974136894021406","0","0"
"727","old","90","15","8","8","2328","53.96330495263221","0","0"
"728","old","90","15","5","5","2316","54.654400193681155","0","0"
"729","old","90","15","8","8","2345","56.55107113267842","0","0"
"730","old","90","15","9","9","2324","54.652844744455166","0","0"
"731","old","90","15","8","8","2332","55.16375806837198","0","0"
"732","old","90","15","5","5","2338","53.748366401330635","0","0"
"734","old","90","15","5","5","2320","55.07666304479053","0","0"
"735","old","90","15","5","5","2365","55.49488847583643","0","0"
"733","old","90","15","9","9","2343","55.992420653718625","0","0"
"720","old","80","70","83","83","2084","99.38504542278127","0","0"
"736","old","90","15","8","8","2363","54.75165755496103","0","0"
"737","old","90","15","7","7","2338","55.340152235965746","0","0"
"738","old","90","15","8","8","2302","55.952380952380956","0","0"
"740","old","90","15","5","5","2337","54.75538626354005","0","0"
"739","old","90","15","9","9","2343","54.81077233361016","0","0"
"741","old","90","15","6","6","2347","54.18143160878809","0","0"
"742","old","90","15","8","8","2370","54.904458598726116","0","0"
"743","old","90","15","6","6","2353","55.08046517091507","0","0"
"744","old","90","15","7","7","2305","55.19814090019569","0","0"
"745","old","90","15","7","7","2352","56.29481603385448","0","0"
"747","old","90","15","5","5","2349","55.939601274035624","0","0"
"746","old","90","15","7","7","2350","54.47489121486534","0","0"
"748","old","90","15","6","6","2350","55.9349976448422","0","0"
"750","old","90","15","5","5","2361","54.084967320261434","0","0"
"749","old","90","15","8","8","2317","54.24201966258041","0","0"
"751","old","90","20","5","5","2350","56.5161138555634","0","0"
"752","old","90","20","6","6","2332","56.3313044516052","0","0"
"754","old","90","20","6","6","2345","57.60792639773531","0","0"
"755","old","90","20","8","8","2335","56.543444668964696","0","0"
"753","old","90","20","11","11","2334","55.47627541919372","0","0"
"756","old","90","20","11","11","2330","56.67620410109681","0","0"
"757","old","90","20","6","6","2347","55.55032925682032","0","0"
"758","old","90","20","10","10","2337","56.68011390602753","0","0"
"760","old","90","20","6","6","2358","56.51211556383971","0","0"
"759","old","90","20","11","11","2350","58.158357771260995","0","0"
"761","old","90","20","8","8","2328","56.27912534352969","0","0"
"764","old","90","20","6","6","2322","56.020690484782875","0","0"
"762","old","90","20","9","9","2349","56.68191951190895","0","0"
"763","old","90","20","9","9","2339","56.8906268515227","0","0"
"765","old","90","20","8","8","2327","56.23129414581588","0","0"
"766","old","90","20","8","8","2342","57.469223484848484","0","0"
"767","old","90","20","8","8","2313","57.74767146486028","0","0"
"768","old","90","20","8","8","2360","56.487396910210244","0","0"
"769","old","90","20","10","10","2355","56.767180925666196","0","0"
"771","old","90","20","8","8","2363","55.754060324825986","0","0"
"770","old","90","20","10","10","2338","56.28856193640247","0","0"
"772","old","90","20","10","10","2321","55.428640134663944","0","0"
"773","old","90","20","8","8","2315","58.206429780033844","0","0"
"774","old","90","20","7","7","2312","57.93170259142649","0","0"
"775","old","90","20","6","6","2354","56.05475605475605","0","0"
"776","old","90","20","5","5","2347","55.06239698610784","0","0"
"777","old","90","20","6","6","2345","55.4979375368297","0","0"
"779","old","90","20","5","5","2358","55.60742210292916","0","0"
"780","old","90","20","7","7","2356","57.66670559383393","0","0"
"778","old","90","20","9","9","2322","56.820635872825434","0","0"
"781","old","90","25","9","9","2347","56.0478199718706","0","0"
"782","old","90","25","7","7","2350","57.54772221571612","0","0"
"783","old","90","25","7","7","2359","56.50605214152699","0","0"
"786","old","90","25","7","7","2337","56.25444207533759","0","0"
"784","old","90","25","14","14","2311","57.17738037699371","0","0"
"785","old","90","25","10","10","2354","57.223001402524545","0","0"
"787","old","90","25","7","7","2337","56.43576080521019","0","0"
"788","old","90","25","6","6","2332","55.543646540431105","0","0"
"789","old","90","25","7","7","2329","57.94425917103383","0","0"
"791","old","90","25","8","8","2345","56.52481433455145","0","0"
"790","old","90","25","11","11","2335","57.35625370480142","0","0"
"793","old","90","25","7","7","2319","55.935057125676494","0","0"
"792","old","90","25","10","10","2358","57.71381962246562","0","0"
"794","old","90","25","8","8","2337","56.93473883690632","0","0"
"796","old","90","25","5","5","2371","55.61823624222887","0","0"
"795","old","90","25","9","9","2349","56.812580683018425","0","0"
"797","old","90","25","5","5","2355","57.25797033749854","0","0"
"798","old","90","25","7","7","2332","55.80844001896633","0","0"
"800","old","90","25","7","7","2333","56.51864165281406","0","0"
"799","old","90","25","7","7","2330","57.64733953710331","0","0"
"801","old","90","25","8","8","2349","57.92998120300752","0","0"
"802","old","90","25","6","6","2316","55.88836761698545","0","0"
"804","old","90","25","7","7","2334","56.144092902002605","0","0"
"803","old","90","25","11","11","2314","60.653753026634384","0","0"
"805","old","90","25","9","9","2319","56.899448044156465","0","0"
"806","old","90","25","8","8","2333","55.73497981477084","0","0"
"807","old","90","25","7","7","2346","57.21006821924253","0","0"
"809","old","90","25","6","6","2330","57.29452463318621","0","0"
"808","old","90","25","7","7","2350","56.883421206795546","0","0"
"810","old","90","25","13","13","2324","56.937455068296195","0","0"
"811","old","90","30","15","15","2318","75.04826254826254","0","0"
"813","old","90","30","11","11","2358","75.25641025641025","0","0"
"812","old","90","30","17","17","2339","73.97260273972603","0","0"
"814","old","90","30","11","11","2313","73.4221683827983","0","0"
"816","old","90","30","16","16","2339","74.65339495200854","0","0"
"815","old","90","30","19","19","2323","73.56156156156156","0","0"
"817","old","90","30","13","13","2329","74.3509989233162","0","0"
"818","old","90","30","14","14","2333","73.98238514639371","0","0"
"820","old","90","30","13","13","2342","73.95216670613308","0","0"
"819","old","90","30","19","19","2363","73.00499477291207","0","0"
"821","old","90","30","19","19","2347","74.0270429159318","0","0"
"822","old","90","30","14","14","2340","73.57887257224064","0","0"
"823","old","90","30","13","13","2321","74.167167769092","0","0"
"825","old","90","30","12","12","2364","73.24123519851405","0","0"
"826","old","90","30","12","12","2350","75.78601595495073","0","0"
"824","old","90","30","20","20","2329","72.33787987556832","0","0"
"827","old","90","30","12","12","2326","75.53956834532374","0","0"
"828","old","90","30","14","14","2347","75.25894538606404","0","0"
"829","old","90","30","14","14","2353","76.05386416861826","0","0"
"830","old","90","30","14","14","2351","74.4496487119438","0","0"
"831","old","90","30","13","13","2350","74.82369534555711","0","0"
"832","old","90","30","14","14","2322","73.5421686746988","0","0"
"834","old","90","30","12","12","2382","72.54632807137955","0","0"
"833","old","90","30","17","17","2354","74.4161606725829","0","0"
"835","old","90","30","12","12","2353","74.8768472906404","0","0"
"836","old","90","30","14","14","2344","75.24775837659273","0","0"
"838","old","90","30","11","11","2333","73.53467828578249","0","0"
"839","old","90","30","16","16","2318","73.80091588334538","0","0"
"837","old","90","30","19","19","2322","74.59764592841701","0","0"
"840","old","90","30","16","16","2338","74.29113773875905","0","0"
"841","old","90","35","13","13","2360","75.13331787618827","0","0"
"842","old","90","35","13","13","2343","74.95873614713511","0","0"
"843","old","90","35","12","12","2341","73.63829285545862","0","0"
"844","old","90","35","12","12","2346","75.20244102804836","0","0"
"846","old","90","35","13","13","2314","74.54721081864284","0","0"
"845","old","90","35","18","18","2355","75.94037498544311","0","0"
"847","old","90","35","15","15","2330","77.89824854045038","0","0"
"849","old","90","35","16","16","2353","76.30044320037322","0","0"
"848","old","90","35","21","21","2333","75.59185606060606","0","0"
"850","old","90","35","15","15","2351","77.01754385964912","0","0"
"851","old","90","35","16","16","2335","76.78150070788108","0","0"
"855","old","90","35","14","14","2337","74.6090047393365","0","0"
"853","old","90","35","18","18","2359","76.16562282533054","0","0"
"852","old","90","35","22","22","2366","75.96076168493941","0","0"
"854","old","90","35","22","22","2343","77.41176470588236","0","0"
"857","old","90","35","10","10","2326","76.78699497967966","0","0"
"859","old","90","35","12","12","2331","74.62881577384486","0","0"
"856","old","90","35","21","21","2356","75.2296778695197","0","0"
"858","old","90","35","17","17","2331","75.69238083917746","0","0"
"860","old","90","35","18","18","2342","76.73897665644895","0","0"
"861","old","90","35","12","12","2361","76.37547981854135","0","0"
"863","old","90","35","11","11","2336","75.98676435830772","0","0"
"862","old","90","35","16","16","2326","76.10460950561261","0","0"
"864","old","90","35","12","12","2346","75.1763875823142","0","0"
"865","old","90","35","18","18","2343","75.66100094428705","0","0"
"867","old","90","35","18","18","2340","75.43342375280105","0","0"
"866","old","90","35","28","28","2325","75.46876866117282","0","0"
"868","old","90","35","16","16","2329","75.76046761302636","0","0"
"869","old","90","35","14","14","2370","76.6820276497696","0","0"
"870","old","90","35","13","13","2324","76.35928143712574","0","0"
"872","old","90","40","19","19","2340","81.75156600874601","0","0"
"871","old","90","40","30","30","2337","81.94791295041027","0","0"
"874","old","90","40","18","18","2342","81.84073724007561","0","0"
"873","old","90","40","24","24","2342","81.76137703371846","0","0"
"875","old","90","40","14","14","2330","82.12063188128292","0","0"
"876","old","90","40","17","17","2333","83.31942291641826","0","0"
"878","old","90","40","20","20","2340","83.48928106123415","0","0"
"879","old","90","40","16","16","2359","81.23177417473462","0","0"
"877","old","90","40","24","24","2351","82.61737089201878","0","0"
"880","old","90","40","18","18","2330","81.61236224245329","0","0"
"881","old","90","40","16","16","2390","82.93844235347466","0","0"
"883","old","90","40","18","18","2336","83.73722974578286","0","0"
"882","old","90","40","26","26","2330","81.66726382419682","0","0"
"884","old","90","40","20","20","2333","81.93848354792561","0","0"
"886","old","90","40","13","13","2338","82.02929617720615","0","0"
"885","old","90","40","17","17","2368","82.99988435295478","0","0"
"888","old","90","40","14","14","2350","81.22870903324328","0","0"
"887","old","90","40","23","23","2322","81.40431169456824","0","0"
"889","old","90","40","17","17","2332","82.11255825068706","0","0"
"890","old","90","40","18","18","2350","82.35017626321974","0","0"
"891","old","90","40","13","13","2366","82.88267378437972","0","0"
"892","old","90","40","15","15","2334","81.70659039447027","0","0"
"893","old","90","40","18","18","2359","81.34406720336017","0","0"
"894","old","90","40","16","16","2315","81.43444605708756","0","0"
"896","old","90","40","15","15","2347","80.91648015078337","0","0"
"895","old","90","40","18","18","2355","82.41282471331617","0","0"
"897","old","90","40","16","16","2335","82.34034962540136","0","0"
"898","old","90","40","23","23","2346","81.98772426817753","0","0"
"900","old","90","40","15","15","2326","80.52991248051794","0","0"
"899","old","90","40","21","21","2367","82.81774997103464","0","0"
"901","old","90","45","20","20","2349","87.08206686930092","0","0"
"903","old","90","45","20","20","2347","86.34660421545668","0","0"
"902","old","90","45","29","29","2342","86.59672285747966","0","0"
"904","old","90","45","29","29","2342","85.15386422363167","0","0"
"905","old","90","45","20","20","2341","86.03800306857076","0","0"
"907","old","90","45","19","19","2347","87.90114780979152","0","0"
"906","old","90","45","25","25","2344","87.37977949800609","0","0"
"909","old","90","45","16","16","2340","87.22877358490567","0","0"
"908","old","90","45","17","17","2350","87.24769571811925","0","0"
"911","old","90","45","19","19","2353","86.31271878646442","0","0"
"913","old","90","45","16","16","2345","86.85198217217922","0","0"
"910","old","90","45","24","24","2334","85.44056771141337","0","0"
"912","old","90","45","23","23","2319","87.437125748503","0","0"
"914","old","90","45","17","17","2375","87.13041485216594","0","0"
"917","old","90","45","15","15","2344","85.98943041691133","0","0"
"915","old","90","45","23","23","2356","87.06796566921828","0","0"
"916","old","90","45","27","27","2351","85.97311513734658","0","0"
"918","old","90","45","22","22","2329","85.99523241954708","0","0"
"919","old","90","45","20","20","2348","86.86028808994027","0","0"
"920","old","90","45","22","22","2341","86.22195985832349","0","0"
"921","old","90","45","23","23","2367","86.61906955320129","0","0"
