run_id,repetition,treatment,mode,seed,tick,size,density,similar_wanted,income_gap,use_affordability,population,unhappy_count,percent_similar,percent_unhappy,moved_count,stuck_unhappy,stuck_unhappy_fraction,no_movement_ticks,converged,termination_reason,isolation_blue,isolation_orange,dissimilarity,mean_rent_blue,mean_rent_orange
single,0,,baseline,1002,0,51,80.0,50.0,0.0,true,2081,886,49.962310,42.575685,0,0,0.000000,0,false,running,49.274033,50.632158,0.180071,0.000000,0.000000
single,0,,baseline,1002,1,51,80.0,50.0,0.0,true,2081,542,60.545943,26.045171,824,0,0.000000,0,false,running,59.796322,61.268121,0.283100,0.000000,0.000000
single,0,,baseline,1002,2,51,80.0,50.0,0.0,true,2081,351,68.959330,16.866891,517,0,0.000000,0,false,running,68.706663,69.207950,0.362570,0.000000,0.000000
single,0,,baseline,1002,3,51,80.0,50.0,0.0,true,2081,245,74.190674,11.773186,323,0,0.000000,0,false,running,73.989823,74.388447,0.417929,0.000000,0.000000
single,0,,baseline,1002,4,51,80.0,50.0,0.0,true,2081,155,78.708241,7.448342,234,0,0.000000,0,false,running,78.318718,79.084014,0.463493,0.000000,0.000000
single,0,,baseline,1002,5,51,80.0,50.0,0.0,true,2081,113,80.927682,5.430082,140,0,0.000000,0,false,running,80.579448,81.263648,0.494560,0.000000,0.000000
single,0,,baseline,1002,6,51,80.0,50.0,0.0,true,2081,74,83.019985,3.555983,107,0,0.000000,0,false,running,82.826770,83.208901,0.520593,0.000000,0.000000
single,0,,baseline,1002,7,51,80.0,50.0,0.0,true,2081,52,84.315758,2.498799,71,0,0.000000,0,false,running,84.139584,84.488062,0.530144,0.000000,0.000000
single,0,,baseline,1002,8,51,80.0,50.0,0.0,true,2081,31,85.420975,1.489668,50,0,0.000000,0,false,running,85.270855,85.568066,0.543907,0.000000,0.000000
single,0,,baseline,1002,9,51,80.0,50.0,0.0,true,2081,29,85.790173,1.393561,31,0,0.000000,0,false,running,85.616131,85.960052,0.547051,0.000000,0.000000
single,0,,baseline,1002,10,51,80.0,50.0,0.0,true,2081,19,86.237448,0.913023,28,0,0.000000,0,false,running,86.097852,86.374269,0.554833,0.000000,0.000000
single,0,,baseline,1002,11,51,80.0,50.0,0.0,true,2081,15,86.548673,0.720807,19,0,0.000000,0,false,running,86.440678,86.654960,0.558679,0.000000,0.000000
single,0,,baseline,1002,12,51,80.0,50.0,0.0,true,2081,10,86.759068,0.480538,13,0,0.000000,0,false,running,86.616990,86.898162,0.563409,0.000000,0.000000
single,0,,baseline,1002,13,51,80.0,50.0,0.0,true,2081,6,86.939858,0.288323,9,0,0.000000,0,false,running,86.772171,87.103348,0.566308,0.000000,0.000000
single,0,,baseline,1002,14,51,80.0,50.0,0.0,true,2081,5,87.055875,0.240269,6,0,0.000000,0,false,running,86.883777,87.223516,0.569208,0.000000,0.000000
single,0,,baseline,1002,15,51,80.0,50.0,0.0,true,2081,4,87.148121,0.192215,5,0,0.000000,0,false,running,86.981188,87.310827,0.569849,0.000000,0.000000
single,0,,baseline,1002,16,51,80.0,50.0,0.0,true,2081,4,87.190448,0.192215,4,0,0.000000,0,false,running,87.008521,87.367350,0.569849,0.000000,0.000000
single,0,,baseline,1002,17,51,80.0,50.0,0.0,true,2081,1,87.304630,0.048054,3,0,0.000000,0,false,running,87.120419,87.483646,0.570795,0.000000,0.000000
single,0,,baseline,1002,18,51,80.0,50.0,0.0,true,2081,1,87.346999,0.048054,1,0,0.000000,0,false,running,87.167215,87.521815,0.570795,0.000000,0.000000
single,0,,baseline,1002,19,51,80.0,50.0,0.0,true,2081,2,87.293632,0.096108,1,0,0.000000,0,false,running,87.115097,87.467287,0.569849,0.000000,0.000000
single,0,,baseline,1002,20,51,80.0,50.0,0.0,true,2081,2,87.319375,0.096108,2,0,0.000000,0,false,running,87.133453,87.500000,0.569849,0.000000,0.000000
single,0,,baseline,1002,21,51,80.0,50.0,0.0,true,2081,2,87.363610,0.096108,2,0,0.000000,0,false,running,87.195577,87.527289,0.569849,0.000000,0.000000
single,0,,baseline,1002,22,51,80.0,50.0,0.0,true,2081,2,87.413310,0.096108,2,0,0.000000,0,false,running,87.247720,87.574654,0.569849,0.000000,0.000000
single,0,,baseline,1002,23,51,80.0,50.0,0.0,true,2081,0,87.514758,0.000000,2,0,0.000000,0,true,converged,87.339120,87.685590,0.571741,0.000000,0.000000
